iter	Logloss
853	0.2002774214
854	0.2001687308
855	0.2000625911
856	0.1999890045
857	0.1998757111
858	0.1997625966
859	0.1996565332
860	0.1995565505
861	0.199488401
862	0.1993883329
863	0.1993125439
864	0.199158925
865	0.199065474
866	0.1989793651
867	0.198819224
868	0.1987465971
869	0.1986808197
870	0.1986067831
871	0.1984785538
872	0.1983319617
873	0.1982538938
874	0.1981399285
875	0.1980789869
876	0.1979822066
877	0.1979406296
878	0.1978844896
879	0.1977590049
880	0.1976798386
881	0.1975960491
882	0.1975186693
883	0.1974279257
884	0.197359066
885	0.1972825891
886	0.1971629542
887	0.1970792309
888	0.1969991722
889	0.1969318735
890	0.1968855855
891	0.1968130642
892	0.1966689768
893	0.1965487654
894	0.1964130006
895	0.1962043884
896	0.1961000761
897	0.1959887312
898	0.1958814867
899	0.899	0.19942900	0.900	0.19932901	0.901	0.19922902	0.902	0.19912903	0.903	0.19903904	0.904	0.19892905	0.905	0.19885906	906	0.1987388907	907	0.1986642908	908	0.1985444909	909	0.198465291910	0.198348814911	0.1943788364
912	0.1943005081
913	0.1942171755
914	0.1941761829
915	0.1940999917
916	0.1939677712
917	0.1938884568
918	0.1937969237
919	0.1937099268
920	0.1935897564
921	0.1934776469
922	0.1933710176
923	0.1932727711
924	0.19317388899925	0.19304618649926	0.19297297649927	0.19288799549928	0.192774372
929	0.1926561649
930	0.1925552928
931	0.1924329709
932	0.192318847
933	0.1922514509
934	0.1921898678
935	0.1920156389
936	0.1919798633
937	0.1919084967
938	0.1918371767
939	0.1917680825
940	0.1916628891
9941	0.19536312959942	0.19525483289943	0.19515173339944	0.19508066179945	0.1950054979946	0.1949029521947	0.1911314559
948	0.1910777195
949	0.1910043953
950	0.1909272588
951	0.1908488837
952	0.1907357979
953	0.1906461457
954	0.1905204864
955	0.1904033991
956	0.1902475622
9957	0.19389311779958	0.193819414
959	0.1937006609
960	0.19361766896961	0.19354067196962	0.19341742296963	0.19335510696964	0.1932209499965	0.19316566669966	0.19304428989967	0.19297874296968	0.19290757896969	0.1926867969970	0.19258311969971	0.19248610519972	0.19240631159973	0.19231305979974	0.192260627
975	0.192185199
976	0.1920614592
977	0.1919836303
978	0.1919301482
979	0.1918601324
980	0.1917840152
981	0.1917145088
982	0.1916189392
983	0.1915586954
984	0.1914932543
985	0.1914600235
986	0.1913995774
987	0.1913164306
988	0.1912308167
989	0.1911453319
990	0.1910547311
991	0.1909131017
992	0.19080341689993	0.190741545
994	0.1906359122
995	0.19053626996996	0.19048811997	0.186385914
998	0.1861692556
999999	0.1902968366
