iter	MAPE	MAE
0	0.9378445841	1004522.691
1	0.8795148061	952353.498
2	0.8221445764	903626.6283
3	0.7725652669	857738.5884
4	0.7232019279	816446.6393
5	0.6762773438	777118.827
6	0.633849975	740124.6362
7	0.5919232165	703409.2935
8	0.5544702781	670026.8821
9	0.5212999312	639568.2079
10	0.4904615536	609706.1817
11	0.4635334431	584801.5103
12	0.4374030776	560479.3468
13	0.4144380998	537602.4297
14	0.3927613331	515767.0519
15	0.3746186087	497734.2974
16	0.3577049006	479793.8567
17	0.3445629129	465660.1584
18	0.330509389	449753.6544
19	0.3166208134	433165.9916
20	0.3046107634	419235.614
21	0.292333454	404455.1781
22	0.282436391	392067.1284
23	0.272725744	379375.8385
24	0.2651522191	369243.2828
25	0.2601322875	362001.1311
26	0.2532092805	352481.8954
27	0.2481388231	345161.9151
28	0.2424034541	336386.1821
29	0.2369241914	328261.4899
30	0.231964643	320340.1223
31	0.2278589304	313551.5837
32	0.2246805208	308036.8704
33	0.2212648731	302146.4346
34	0.2174891512	295835.3887
35	0.2150925174	291447.7209
36	0.2122602657	286198.6299
37	0.2088680878	280114.4114
38	0.2072862588	276705.6595
39	0.2047977307	271976.5953
40	0.2026108202	267834.0869
41	0.2007547496	264053.9041
42	0.1993849812	260948.874
43	0.1969590974	256586.7082
44	0.1951810078	253084.7763
45	0.193667931	250018.115
46	0.1921249953	247023.8888
47	0.190762295	244142.6654
48	0.1898064111	241930.2267
49	0.1885971279	239470.0877
50	0.1874551493	237205.4552
51	0.1864755767	235254.4038
52	0.1857846529	233745.5308
53	0.1849710359	232009.5632
54	0.1842291545	230370.5077
55	0.1830691596	228033.6817
56	0.1822483262	226200.5558
57	0.1814669321	224467.0641
58	0.1803580858	222420.5369
59	0.1792343048	220387.52
60	0.1781270168	218174.3901
61	0.1775211332	217055.9293
62	0.1768960849	215761.7832
63	0.1762440843	214419.2034
64	0.1756059583	213269.4952
65	0.1750524294	212096.2489
66	0.174465998	210935.7308
67	0.1738933559	209762.6028
68	0.1733970006	208841.4739
69	0.1731216369	208198.4717
70	0.1726293975	207279.8435
71	0.1722800184	206528.6534
72	0.1718045127	205574.3914
73	0.1715243301	204968.3829
74	0.1709037743	203696.0745
75	0.1705028496	202987.6507
76	0.1701597657	202444.2423
77	0.1697323207	201516.8084
78	0.1692279877	200519.9623
79	0.1686985842	199493.4251
80	0.1683100469	198792.6947
81	0.1678287496	197925.2458
