iter	Logloss
141	0.2976967103
142	0.2968782761
143	0.2957665937
144	0.2947524459
145	0.2939070338
146	0.2932636642
147	0.2925620463
148	0.2919360335
149	0.2911493086
150	0.2904997293
151	0.2895936577
152	0.2888364243
153	0.2882485479
154	0.2875728471
155	0.2866363132
156	0.2859176733
157	0.2852029157
158	0.284462974
159	0.2837282573
160	0.2833061563
161	0.2825555695
162	0.2817301299
163	0.2812403657
164	0.2809215488
165	0.2800214552
166	0.279413503
167	0.2789278531
168	0.2781845435
169	0.2776545112
170	0.2771827942
171	0.2764134406
172	0.2754917366
173	0.2751025746
174	0.274543395
175	0.274119112
176	0.2734732911
177	0.2728787927
178	0.2719553428
179	0.271450199
180	0.2708650706
181	0.2703250447
182	0.2698578039
183	0.2692886707
184	0.268674603
185	0.2682698274
186	0.2674591449
187	0.2668545105
188	0.2661598929
189	0.2654621544
190	0.2648055395
191	0.264240387
192	0.2635064574
193	0.2630726453
194	0.2624683797
195	0.2617736994
196	0.2614858697
197	0.2609041659
198	0.2603842948
199	0.2599205393
200	0.2592442098
201	0.2586229097
202	0.2581611722
203	0.257544768
204	0.2570745439
205	0.2565245712
206	0.2556876296
207	0.2556385583
208	0.2551587766
209	0.254738144
210	0.2541972742
211	0.253736642
212	0.2533079273
213	0.2528037851
214	0.2522538098
215	0.2519411845
216	0.2515970136
217	0.2511269967
218	0.2507688143
219	0.2503692049
220	0.2499297685
221	0.2493095767
222	0.2490579355
223	0.2484928728
224	0.2479633821
225	0.2475666858
226	0.2472526797
227	0.2466266665
228	0.2463368111
229	0.2458777355
230	0.245474034
231	0.2449895576
232	0.2446346871
233	0.2442877226
234	0.2438107741
235	0.2433434684
236	0.2430556727
237	0.2425758439
238	0.2421019151
239	0.2415503917
240	0.2412252014
241	0.2407872646
242	0.2403800878
243	0.2400752582
244	0.2397256352
245	0.2392119029
246	0.2389646948
247	0.2384347738
248	0.2383496535
249	0.2377832843
250	0.2375161938
251	0.2372295568
252	0.2367188186
253	0.2363245034
254	0.2358929137
255	0.2355198563
256	0.2350482374
257	0.2344442632
258	0.2339563628
259	0.2335435241
260	0.2330816101
261	0.2329168691
262	0.232602666
263	0.2319318921
264	0.2314728565
265	0.2310816281
266	0.2310140542
267	0.2305977152
268	0.230266268
269	0.2298476036
270	0.2292753698
271	0.2290626518
272	0.2285811592
273	0.2281574405
274	0.2278339693
275	0.2276059193
276	0.227201994
277	0.2268310723
278	0.2263758256
279	0.2260191979
280	0.2258411196
281	0.2255177377
282	0.2251313856
283	0.2247417365
284	0.2244155269
285	0.2241990559
286	0.2239238497
287	0.2235276797
288	0.2230086099
289	0.2226584518
290	0.2224574548
291	0.2222105195
292	0.2220402806
293	0.2217812787
294	0.2215221869
295	0.2211509979
296	0.2206873791
297	0.2202662069
298	0.220074491
299	0.2197928685
300	0.2193836082
301	0.2189033962
302	0.2185810264
303	0.2179461424
304	0.2175208334
305	0.2173377269
306	0.2170990205
307	0.216956158
308	0.2166833208
309	0.2162927304
310	0.2159558074
311	0.2157116079
312	0.2154534936
313	0.2152393462
314	0.2149695027
315	0.2146596857
316	0.2144876523
317	0.2142128041
318	0.2138466603
319	0.2134674593
320	0.2133389422
321	0.2129652071
322	0.2128119794
323	0.2126453379
324	0.2124139068
325	0.2119061029
326	0.2116347512
327	0.2112780697
328	0.2109167774
329	0.2107284156
330	0.2105654086
331	0.2103888097
332	0.2100259055
333	0.2097978957
334	0.2097495926
335	0.2093568115
336	0.2088986586
337	0.2088188612
338	0.2085262097
339	0.2082704732
340	0.2080020263
341	0.2078095089
342	0.2076836354
343	0.2072144168
344	0.2069566424
345	0.2066506258
346	0.2063002955
347	0.2060286362
348	0.2058919718
349	0.2057224822
350	0.2054015015
351	0.2050149826
352	0.2047371299
353	0.2043884225
354	0.2040991723
355	0.203855173
356	0.2035076794
357	0.2032512141
358	0.2030047319
359	0.2028822508
360	0.2026396056
361	0.2023866141
362	0.2021784488
363	0.2018420165
364	0.2017079998
365	0.2015232325
366	0.2014150503
367	0.2009759886
368	0.2006701432
369	0.2004999132
370	0.2002474358
371	0.1999332427
372	0.199798924
373	0.19956195
374	0.1992696765
375	0.1991129109
376	0.1989022815
377	0.198566646
378	0.1984498477
379	0.1981207921
380	0.1979280907
381	0.1974284441
382	0.1971049717
383	0.1968178417
384	0.1965905241
385	0.1964494699
386	0.1962073232
387	0.195964334
388	0.1957198365
389	0.1954876106
390	0.1952396086
391	0.1949376883
392	0.1947823911
393	0.1945679823
394	0.1943680255
395	0.1942009744
396	0.1940040415
397	0.193763721
398	0.1936144599
399	0.1933896427
400	0.1930936666
401	0.1928223401
402	0.1926603689
403	0.1924039872
404	0.1922271022
405	0.1919798678
406	0.1918542611
407	0.1916290188
408	0.1913879982
409	0.1912327328
410	0.1909802662
411	0.1906700439
412	0.1902462279
413	0.1899122795
414	0.1895514362
415	0.1893086578
416	0.1890019818
417	0.1888889968
418	0.1886048429
419	0.1884354319
420	0.1882811949
421	0.1881003787
422	0.1879208304
423	0.1877073586
424	0.1876253805
425	0.1874510275
426	0.187309736
427	0.1870173331
428	0.1868666836
429	0.1866794334
430	0.1864312635
431	0.1862390586
432	0.1860729687
433	0.1858477287
434	0.1857374522
435	0.1854803164
436	0.1851693021
437	0.185144387
438	0.1849225233
439	0.1847923938
440	0.1846125779
441	0.1844238282
442	0.1842858593
443	0.1841252372
444	0.1839370632
445	0.183743436
446	0.1835726553
447	0.1833010191
448	0.1829779238
449	0.182785272
450	0.1827149193
451	0.1825231497
452	0.1823696435
453	0.1820497489
454	0.1817163926
455	0.1815478191
456	0.1814928362
457	0.1812918972
458	0.1809405923
459	0.1807610975
460	0.1806301889
461	0.1803940992
462	0.1801532325
463	0.1800076025
464	0.1798497671
465	0.1797226632
466	0.179585444
467	0.1794945039
468	0.1791698899
469	0.1790995394
470	0.1789644075
471	0.1788028814
472	0.1786656632
473	0.1785462643
474	0.1783044829
475	0.1780862528
476	0.1779362491
477	0.1777855898
478	0.1775939057
479	0.1773972635
480	0.1772513394
481	0.1769868378
482	0.1768185217
483	0.176409554
484	0.1762119962
485	0.1759741885
486	0.1757391063
487	0.1756708027
488	0.1755334978
489	0.1753233116
490	0.1750622949
491	0.1749541866
492	0.17475703
493	0.1746368249
494	0.1744026549
495	0.1741003223
496	0.1738625905
497	0.1737645401
498	0.17346087
499	0.1733590916
500	0.1731440297
501	0.1728486969
502	0.1728266362
503	0.172675995
504	0.1725312428
505	0.1723064963
506	0.1721425404
507	0.1719764193
508	0.1717933253
509	0.1715326881
510	0.1714044208
511	0.1712080019
512	0.1710895898
513	0.17098039
514	0.170680078
515	0.1706320287
516	0.1705165378
517	0.1702617195
518	0.1701154718
519	0.1699331296
520	0.1698516144
521	0.1696900068
522	0.1695240375
523	0.1693086652
524	0.1691236076
525	0.1690240316
526	0.1688342626
527	0.1685840428
528	0.1684891614
529	0.168211723
530	0.1680776935
531	0.1679966712
532	0.1678282834
533	0.167569808
534	0.1674031386
535	0.167282654
536	0.167084958
537	0.1667931373
538	0.1666259183
539	0.1663668309
540	0.1662579154
541	0.1660824722
542	0.1659332132
543	0.1656913423
544	0.1654789281
545	0.1652650885
546	0.1650732405
547	0.1649547648
548	0.1648854807
549	0.1648416797
550	0.1646597365
551	0.1644738671
552	0.1643544219
553	0.1641283771
554	0.1639109429
555	0.1636107189
556	0.1634527941
557	0.1632977088
558	0.1632431102
559	0.1631059422
560	0.1629956589
561	0.1628848611
562	0.1626500317
563	0.1624796493
564	0.1622356476
565	0.1620286585
566	0.1618038459
567	0.1615866279
568	0.1615221817
569	0.1613558743
570	0.1611611203
571	0.1608664304
572	0.1607982593
573	0.1605350814
574	0.1603755524
575	0.1602134884
576	0.1601464765
577	0.1600539118
578	0.1598581386
579	0.1596441103
580	0.1595257377
581	0.1594186588
582	0.1592273071
583	0.158964938
584	0.1588812382
585	0.1587198326
586	0.1586813642
587	0.158527529
588	0.1581938042
589	0.158111206
590	0.1579461709
591	0.1577977616
592	0.1575222244
593	0.1573231545
594	0.1571792881
595	0.1570830392
596	0.1570173795
597	0.1569822251
598	0.1569265122
599	0.1567485431
600	0.1566298233
601	0.1564590223
602	0.1562470985
603	0.1561389037
604	0.1559248381
605	0.1559033606
606	0.1557466582
607	0.155515989
608	0.1553635514
609	0.1552240992
610	0.1550164458
611	0.1547962999
612	0.154578651
613	0.1545226921
614	0.1543771017
615	0.1542848183
616	0.154239543
617	0.1540984522
618	0.1540306054
619	0.1537986979
620	0.1536112561
621	0.1535552193
622	0.1533736984
623	0.1532316139
624	0.1529541241
625	0.1528005047
626	0.1525495856
627	0.1523393735
628	0.15230567
629	0.1522138074
630	0.1521331131
631	0.1518363782
632	0.1516569441
633	0.1515493788
634	0.1513447421
635	0.1511127911
636	0.1508521689
637	0.1508302559
638	0.1507724397
639	0.150669064
640	0.1504768227
641	0.1503022175
642	0.1502218208
643	0.1500786316
644	0.1499236225
645	0.1497898912
646	0.1497051391
647	0.1496334387
648	0.1494769339
649	0.1494400195
650	0.1492011016
651	0.1490343958
652	0.1489564114
653	0.1489003724
654	0.1486923231
655	0.1485203052
656	0.1483253657
657	0.1481831716
658	0.1480880622
659	0.1479322637
660	0.1477856883
661	0.1476294495
662	0.1474074041
663	0.1473381754
664	0.1472875356
665	0.1471127428
666	0.1468078139
667	0.1467443929
668	0.1466673137
669	0.1465882204
670	0.1464868399
671	0.146337735
672	0.1461953834
673	0.1460170766
674	0.1459547147
675	0.1457640048
676	0.1456946589
677	0.1455500234
678	0.1455485053
679	0.1454314772
680	0.1453029427
681	0.1452090934
682	0.1451613601
683	0.1449601099
684	0.1448239718
685	0.1447497319
686	0.1446367953
687	0.1445371054
688	0.1444647461
689	0.1442281835
690	0.1441627595
691	0.1439671093
692	0.1439300764
693	0.1438342331
694	0.1437042878
695	0.1435708803
696	0.1435546523
697	0.1434777477
698	0.1433076055
699	0.1431937047
700	0.1430492113
701	0.142958758
702	0.1428941622
703	0.1427451337
704	0.1424632469
705	0.1423929432
706	0.1421808012
707	0.142034614
708	0.1419325577
709	0.1417668731
710	0.1414956257
711	0.1413377867
712	0.1411924704
713	0.1409942142
714	0.140886006
715	0.1407382335
716	0.1405613233
717	0.1404519552
718	0.1402822064
719	0.1401717993
720	0.1399831734
721	0.1399209862
722	0.139783802
723	0.1396299043
724	0.1395342791
725	0.1393993027
726	0.1392339513
727	0.138950894
728	0.1387759338
729	0.1385502607
730	0.1384118219
731	0.1382523321
732	0.1381407968
733	0.1380185651
734	0.137843513
735	0.1376268876
736	0.1375667587
737	0.1374064866
738	0.1372060511
739	0.1370781547
740	0.1369251621
741	0.1368236707
742	0.136578139
743	0.1364656857
744	0.1364094248
745	0.1362859411
746	0.1360490503
747	0.1359447877
748	0.1358049935
749	0.1356982831
750	0.1354896788
751	0.1353734131
752	0.1352959716
753	0.1351558512
754	0.1350323831
755	0.1348477247
756	0.1346697537
757	0.1345599342
758	0.1344712203
759	0.1342924807
760	0.134198701
761	0.1341476749
762	0.1340065662
763	0.1338024158
764	0.1336646242
765	0.1335757404
766	0.133369181
767	0.1332399805
768	0.1331519636
769	0.1330542686
770	0.1329205252
771	0.1328257761
772	0.1327667411
773	0.1326239032
774	0.1325043264
775	0.1322893152
776	0.1321375165
777	0.1319297878
778	0.1318523583
779	0.1317945479
780	0.1316818367
781	0.1315247903
782	0.1314436263
783	0.1313242686
784	0.1311888747
785	0.1310594564
786	0.1309334898
787	0.1308243843
788	0.1306719982
789	0.1305491374
790	0.1303258167
791	0.1301768561
792	0.1300455678
793	0.1299592475
794	0.1298095284
795	0.1296958376
796	0.129593441
797	0.1295464222
798	0.1294480252
799	0.1293732348
800	0.1291210158
801	0.1288994968
802	0.128782887
803	0.128676683
804	0.1285093864
805	0.1284075369
806	0.128290922
807	0.1281840985
808	0.1280998418
809	0.1280166004
810	0.1279048456
811	0.1278600618
812	0.1276879254
813	0.1275630135
814	0.1274259162
815	0.1273468266
816	0.1272725314
817	0.1271502253
818	0.1270835282
819	0.1270157459
820	0.1269139925
821	0.1268231545
822	0.1267190785
823	0.1265963621
824	0.1265530919
825	0.1264056049
826	0.1262719526
827	0.1262404975
828	0.1260226209
829	0.1257920425
830	0.1256047172
831	0.125497385
832	0.1254908416
833	0.1253696326
834	0.1252043479
835	0.1250893403
836	0.1248659248
837	0.1247265998
838	0.124653659
839	0.1244603476
840	0.1243798307
841	0.1242775776
842	0.1240744017
843	0.1239990547
844	0.123887725
845	0.1238057406
846	0.1237062718
847	0.1234798255
848	0.1233758778
849	0.1232741335
850	0.1231369602
851	0.1230222769
852	0.1229290556
853	0.1228408372
854	0.1227561968
855	0.1226684553
856	0.1226278065
857	0.1225363387
858	0.1224410065
859	0.1222513431
860	0.1220122066
861	0.1218793149
862	0.1216306537
863	0.1214878256
864	0.1213566456
865	0.12115891
866	0.1211047831
867	0.1210175854
868	0.120904124
869	0.1208124722
870	0.1206839887
871	0.1204794088
872	0.1203522754
873	0.1202307909
874	0.120129055
875	0.1199937834
876	0.1198132963
877	0.1197320368
878	0.1196077381
879	0.119519432
880	0.1194658594
881	0.11940369
882	0.1193557512
883	0.1192397618
884	0.1191518486
885	0.1189932456
886	0.1189621883
887	0.1188909968
888	0.1187118384
889	0.1186490703
890	0.1184951459
891	0.1184284287
892	0.1183593712
893	0.1182054877
894	0.1181208458
895	0.1180483089
896	0.1179356966
897	0.1177841739
898	0.1176555488
899	0.1175662517
900	0.1174840585
901	0.1174005729
902	0.1173764508
903	0.1172758588
904	0.117167019
905	0.1169489751
906	0.1168572639
907	0.1167572129
908	0.1166200901
909	0.1164415393
910	0.1162896204
911	0.1162841229
912	0.1162200865
913	0.1160292824
914	0.1159188261
915	0.1157324569
916	0.1156470235
917	0.1155964397
918	0.1155421858
919	0.115342612
920	0.115265681
921	0.1151554455
922	0.1150692617
923	0.1149715888
924	0.114949569
925	0.1148245528
926	0.1147082017
927	0.1146134986
928	0.1144662866
929	0.1143595449
930	0.1142897578
931	0.1141755295
932	0.1140764886
933	0.1139634289
934	0.1138120236
935	0.1136429561
936	0.1134966915
937	0.1132674053
938	0.1131456218
939	0.113030881
940	0.1129754263
941	0.1129011276
942	0.112849237
943	0.1127850683
944	0.1127447369
945	0.1126030866
946	0.112459167
947	0.1123652322
948	0.1123265412
949	0.1121205285
950	0.1120536255
951	0.1119557716
952	0.1118309164
953	0.1117817307
954	0.1117096728
955	0.1116183058
956	0.1115913931
957	0.111550373
958	0.1114546433
959	0.1112675989
960	0.1112382675
961	0.1111670377
962	0.1110203369
963	0.1108549424
964	0.110791241
965	0.1106819981
966	0.1106163
967	0.1105129852
968	0.110434452
969	0.1103975709
970	0.110295975
971	0.1102604683
972	0.1101325577
973	0.1099996197
974	0.1099424441
975	0.1098085936
976	0.1097392414
977	0.1096843565
978	0.109612418
979	0.1095298135
980	0.1094629274
981	0.1094379014
982	0.109386826
983	0.1092901374
984	0.1091587876
985	0.1091101352
986	0.1090154636
987	0.1088634626
988	0.1087875851
989	0.1086310415
990	0.1085765013
991	0.1085335315
992	0.1084777086
993	0.1084460853
994	0.1083783617
995	0.108250837
996	0.108216007
997	0.1081465019
998	0.1079866888
999	0.1079495234
