iter	MAPE	MAE
0	0.9651076212	59.51438811
1	0.9353763739	58.68146478
2	0.9038439857	57.70956477
3	0.8735264777	56.68840696
4	0.8440715132	55.73897869
5	0.8161003108	54.89743777
6	0.7886504953	54.04149189
7	0.7615562976	53.22601469
8	0.7354757548	52.40340895
9	0.712241278	51.7590027
10	0.6868510967	51.02064154
11	0.6647234565	50.36739064
12	0.646982629	49.77997347
13	0.6311406431	49.16139876
14	0.6134900157	48.50155608
15	0.5956579124	47.81449757
16	0.5787205902	47.20172496
17	0.5616649041	46.59941313
18	0.5492590618	46.15669247
19	0.5324971599	45.63591233
20	0.5192412278	45.12992917
21	0.5051033095	44.60670946
22	0.4908395692	44.10583222
23	0.475943652	43.638978
24	0.4657908945	43.26825242
25	0.4543617742	42.86464438
26	0.4430944938	42.47830265
27	0.4349871404	42.13300908
28	0.4232596779	41.72649762
29	0.4158212066	41.42396452
30	0.4088825831	41.09418449
31	0.402348554	40.78198887
32	0.397602667	40.52985465
33	0.3919460647	40.21584471
34	0.3860293416	39.94312328
35	0.3815835445	39.71121598
36	0.3741942992	39.32699449
37	0.3678629171	38.99606374
38	0.3624321949	38.68237493
39	0.3591980576	38.42034552
40	0.3562051028	38.21890327
41	0.3535372744	38.03683493
42	0.3524397441	37.84680636
43	0.3499480655	37.67284778
44	0.3480183185	37.52287178
45	0.3461010277	37.37041799
46	0.3442385007	37.20036046
47	0.3418163101	36.96355671
48	0.3403689643	36.80313907
49	0.3386406766	36.68838163
50	0.3369129368	36.60194128
51	0.33505558	36.49385304
52	0.3331919001	36.29550388
53	0.3311080969	36.16838145
54	0.3293672069	35.97868994
55	0.3285476945	35.91154591
56	0.3270723143	35.81286848
57	0.3255578678	35.63067846
58	0.3240120787	35.54526356
59	0.3233018478	35.48043758
60	0.3219590816	35.3340296
61	0.3204057922	35.15649987
62	0.3189897608	35.06350648
63	0.3179066244	34.86780448
64	0.317189079	34.74934339
65	0.3164917309	34.62012845
66	0.3146307736	34.52416238
67	0.3135192484	34.3743011
68	0.3124879404	34.31493296
69	0.3117508538	34.20611292
70	0.3103200115	34.1276192
71	0.3087694111	34.04753502
72	0.3081574629	33.99022462
73	0.3066841717	33.91490577
74	0.3059553073	33.86224354
75	0.3047339255	33.79332348
76	0.3041832533	33.69189746
77	0.3037989742	33.59040225
78	0.3028314137	33.54366756
79	0.3022047261	33.48829306
80	0.3007777505	33.40947407
81	0.2994094074	33.2779751
82	0.2988338597	33.22069618
83	0.2976278997	33.09789617
84	0.2968906395	33.02144283
85	0.2962509364	32.90603879
86	0.2961598711	32.84735194
87	0.2952664208	32.65151161
88	0.2951562068	32.56577904
89	0.2947069227	32.5016689
90	0.2940680345	32.44101827
91	0.293925883	32.36829385
92	0.2931875679	32.28106715
93	0.2925207392	32.19836238
94	0.29187567	32.11819136
95	0.2920671686	32.09412077
96	0.2919398404	32.0684596
97	0.2915747784	32.03767378
98	0.2908358217	31.97385366
99	0.2902790653	31.92531393
100	0.2899467251	31.90419895
101	0.2889949785	31.86763584
102	0.2888861975	31.81042909
103	0.2883871295	31.73052898
104	0.2883576017	31.71754041
105	0.2878548387	31.6653964
106	0.287313517	31.61296157
107	0.2866672	31.58376654
108	0.2860186361	31.53322459
109	0.2855140698	31.48520526
110	0.2838672934	31.45040756
111	0.2833632597	31.40296312
112	0.2830253118	31.35863575
113	0.2824824111	31.31456361
114	0.2826652016	31.27655945
115	0.2825350553	31.26623442
116	0.2820096824	31.24883756
117	0.2815979549	31.22582831
118	0.281248285	31.20450101
119	0.2809130762	31.18393045
120	0.2811135408	31.14877708
121	0.2806661633	31.09605909
122	0.2799470033	31.07070824
123	0.2796865749	31.0202703
124	0.2794294663	30.9786766
125	0.2791056696	30.96037952
126	0.2788270316	30.95561472
127	0.2784480738	30.91020133
128	0.2782765378	30.89408491
129	0.2780682305	30.75677237
130	0.2774325359	30.73967723
131	0.275980931	30.71829942
132	0.2756595625	30.53819308
133	0.2752925842	30.52036929
134	0.2749552803	30.50345376
135	0.2747111188	30.48903696
136	0.2750927074	30.476234
137	0.2752945631	30.46305171
138	0.2745078895	30.41914748
139	0.274384661	30.41279321
140	0.2742061734	30.27959284
141	0.2739686299	30.27127128
142	0.273704051	30.23663555
143	0.272686735	30.19216181
144	0.2716948822	30.16927581
145	0.2711903181	30.16074162
146	0.2709126212	30.14649519
147	0.2709797255	30.14343279
148	0.2709671804	30.14164827
149	0.2706860915	30.12787266
150	0.2703542766	30.0274234
151	0.2698230208	29.82339309
152	0.269773361	29.82274992
153	0.2689178241	29.77976214
154	0.2687663054	29.75465019
155	0.2685572963	29.72737192
156	0.2681497705	29.6939515
157	0.2679260229	29.6642351
158	0.2685844072	29.6587642
159	0.2681907661	29.64652094
160	0.2679722237	29.62642041
161	0.2673743614	29.60848781
162	0.2670884249	29.60061332
163	0.2668309174	29.46241295
164	0.2663509198	29.42350274
165	0.2660757664	29.4195657
166	0.2659021577	29.33449101
167	0.2654477662	29.32574433
168	0.2648299117	29.29425365
169	0.2652067835	29.28735063
170	0.264819113	29.26088104
171	0.264150412	29.23753504
172	0.2642806764	29.23177001
173	0.2639099353	29.20765379
174	0.26280007	29.19480495
175	0.2623167383	29.16080169
176	0.2619299571	29.1560168
177	0.2616022219	29.12932909
178	0.2603032734	29.12033373
179	0.2601307507	28.95687131
180	0.25980082	28.93493765
181	0.2589403448	28.91375101
182	0.2585352918	28.90733636
183	0.2581353588	28.88733366
184	0.2579809493	28.88555397
185	0.257954588	28.88469162
186	0.2572412212	28.86279288
187	0.2572747295	28.86215439
188	0.2569536384	28.8382805
189	0.2566624969	28.83228708
190	0.256287155	28.81545737
191	0.256001738	28.80742972
192	0.2559994404	28.80700393
193	0.2558181267	28.78932242
194	0.2553647311	28.78145175
195	0.2553125543	28.77985506
196	0.2549223028	28.76157576
197	0.2547718655	28.74387985
198	0.2544965571	28.73854438
199	0.2533559061	28.72816292
200	0.2529409512	28.51292757
201	0.2521064082	28.48656445
202	0.2520989044	28.4861764
203	0.2516781016	28.47465869
204	0.2518516239	28.46526839
205	0.2518305845	28.46466838
206	0.2518085347	28.46191644
207	0.2514855348	28.45649914
208	0.2512051535	28.4517124
209	0.2510946749	28.44040775
210	0.2507878245	28.43541129
211	0.2507956862	28.43506498
212	0.2508033196	28.43472872
213	0.2507947539	28.43223234
214	0.2507831832	28.43115597
215	0.2504886413	28.42002198
216	0.2507426623	28.41294265
217	0.2504448322	28.40835439
218	0.2507711287	28.40323838
219	0.2504869134	28.39790881
220	0.2502491545	28.3939919
221	0.2506034125	28.39055973
222	0.2504426712	28.37831899
223	0.2501550486	28.37365433
224	0.2501194697	28.37254847
225	0.2501066085	28.37179512
226	0.2498323909	28.36730394
227	0.2499744466	28.31769943
228	0.2497811708	28.31427803
229	0.2494620488	28.30911842
230	0.2493349722	28.30691069
231	0.2491870692	28.3040577
232	0.2491068625	28.30365898
233	0.2489452214	28.30036526
234	0.2489657221	28.29242254
235	0.2489208915	28.29190973
236	0.248377439	28.27852295
237	0.2483289454	28.27831056
238	0.2484539107	28.27435612
239	0.2482961373	28.27154701
240	0.2476077266	28.24955025
241	0.2472651633	28.24605781
242	0.2467305446	28.23256687
243	0.2465489529	28.22210775
244	0.2464291976	28.2199425
245	0.2464221022	28.21966246
246	0.2459976739	28.20230233
247	0.2459929573	28.20213348
248	0.2453680866	28.18208021
