iter	RMSE
684	4.643691136
685	4.643059166
686	4.642690708
687	4.641961566
688	4.641107649
689	4.640562577
690	4.639925567
691	4.639169179
692	4.638826685
693	4.637924092
694	4.6368177
695	4.635832194
696	4.634495079
697	4.633690304
698	4.633069882
699	4.632123735
700	4.631175696
701	4.630518962
702	4.628928963
703	4.627813361
704	4.627072933
705	4.626475723
706	4.625974857
707	4.624930528
708	4.62427988
709	4.623529146
710	4.622993576
711	4.622014577
712	4.621242042
713	4.620645118
714	4.620179774
715	4.619438645
716	4.618726131
717	4.61742926
718	4.616863915
719	4.615818829
720	4.615090199
721	4.614056368
722	4.613083301
723	4.612387968
724	4.611948827
725	4.611401803
726	4.610294303
727	4.609707596
728	4.608855422
729	4.608292327
730	4.608032096
731	4.607194377
732	4.60673718
733	4.605992814
734	4.604324174
735	4.603817382
736	4.603136734
737	4.602448279
738	4.601903266
739	4.600823294
740	4.599720988
741	4.59893936
742	4.598207204
743	4.597415778
744	4.596535584
745	4.595634761
746	4.594873108
747	4.594042469
748	4.593303139
749	4.592481236
750	4.59202637
751	4.590969501
752	4.590222521
753	4.589523507
754	4.5888413
755	4.588453942
756	4.587837854
757	4.586781569
758	4.585350434
759	4.584586873
760	4.583612853
761	4.582718553
762	4.582007196
763	4.581318942
764	4.580153436
765	4.579686025
766	4.578804075
767	4.578306903
768	4.577617257
769	4.576681136
770	4.57554384
771	4.574831646
772	4.574401919
773	4.573767198
774	4.573234911
775	4.572714654
776	4.572169666
777	4.571225268
778	4.5705428
779	4.569860979
780	4.568712696
781	4.568010214
782	4.567319014
783	4.566897239
784	4.566104834
785	4.565529819
786	4.564797955
787	4.564001327
788	4.563173774
789	4.562366847
790	4.561466153
791	4.560952543
792	4.560762469
793	4.559699046
794	4.559109049
795	4.558049076
796	4.557539759
797	4.556686421
798	4.555854216
799	4.55522402
800	4.554651886
801	4.553908224
802	4.553258466
803	4.552458206
804	4.552032419
805	4.551287078
806	4.550971322
807	4.550362832
808	4.549893884
809	4.549466617
810	4.548718107
811	4.548201391
812	4.546825231
813	4.546360849
814	4.545091153
815	4.544356957
816	4.543673914
817	4.543009963
818	4.54274019
819	4.542139976
820	4.541118898
821	4.540704437
822	4.539913738
823	4.538941236
824	4.538468013
825	4.538000488
826	4.537215099
827	4.536506507
828	4.535938418
829	4.535227122
830	4.534452279
831	4.533897983
832	4.533351618
833	4.532872491
834	4.531463806
835	4.531043231
836	4.530458184
837	4.529785192
838	4.528878433
839	4.527734359
840	4.527101716
841	4.526651256
842	4.525795274
843	4.524985459
844	4.524177018
845	4.523431729
846	4.522652281
847	4.522247842
848	4.521514648
849	4.520538874
850	4.519540246
851	4.518654152
852	4.517976035
853	4.517373999
854	4.516787937
855	4.516524598
856	4.515838046
857	4.515237463
858	4.514254421
859	4.513785373
860	4.512524546
861	4.511987091
862	4.511467411
863	4.510451749
864	4.509892806
865	4.50901682
866	4.508268624
867	4.507621108
868	4.506562239
869	4.506059267
870	4.505358964
871	4.50458898
872	4.503876859
873	4.502826336
874	4.502176782
875	4.501066556
876	4.500711499
877	4.500245475
878	4.499675357
879	4.498752682
880	4.497648211
881	4.49674987
882	4.496091217
883	4.495530952
884	4.494277266
885	4.493758439
886	4.492784019
887	4.492343644
888	4.49172141
889	4.491263711
890	4.490651377
891	4.490161421
892	4.489325389
893	4.488184413
894	4.487295052
895	4.485916674
896	4.485244554
897	4.484286105
898	4.483610818
899	4.482702272
900	4.481488535
901	4.480979357
902	4.480373298
903	4.479720708
904	4.479230504
905	4.478364423
906	4.47768665
907	4.476749724
908	4.476249125
909	4.475476152
910	4.474672925
911	4.473878201
912	4.47313396
913	4.472571399
914	4.471661519
915	4.47104906
916	4.469932108
917	4.469200159
918	4.468660622
919	4.46799491
920	4.467338814
921	4.466820832
922	4.466455937
923	4.46577992
924	4.465157198
925	4.464613915
926	4.463632733
927	4.463245819
928	4.462604492
929	4.462265484
930	4.461582994
931	4.461033962
932	4.460598346
933	4.460136736
934	4.459744193
935	4.458978724
936	4.458444397
937	4.457883888
938	4.457244292
939	4.456591723
940	4.456102997
941	4.45542917
942	4.45422037
943	4.453553506
944	4.452645001
945	4.452064051
946	4.451606569
947	4.450994912
948	4.450654998
949	4.449783698
950	4.449244873
951	4.448718626
952	4.447953425
953	4.447249898
954	4.446591256
955	4.445835028
956	4.445471788
957	4.445054626
958	4.444530574
959	4.443780429
960	4.443200337
961	4.442389549
962	4.44223866
963	4.442053731
964	4.44129377
965	4.440859598
966	4.440320954
967	4.43961751
968	4.439180256
969	4.438164895
970	4.436582198
971	4.436090101
972	4.434828015
973	4.434071617
974	4.433415194
975	4.432387717
976	4.431869527
977	4.431342058
978	4.431024101
979	4.430475759
980	4.429851919
981	4.429328225
982	4.42861093
983	4.427903526
984	4.427237905
985	4.426493121
986	4.425722558
987	4.425027816
988	4.424726068
989	4.423283809
990	4.422537073
991	4.422107817
992	4.421467541
993	4.4206631
994	4.420094333
995	4.419521196
996	4.418523397
997	4.417729759
998	4.416689659
999	4.416262724
99	4.442648614
