iter	MAPE	MAE
0	0.9776256918	9.74278802
1	0.954796314	9.534536555
2	0.9338495429	9.335598051
3	0.9136996343	9.147298723
4	0.8932547663	8.953002858
5	0.8735088239	8.767015422
6	0.8539083681	8.58220593
7	0.8348947649	8.404680647
8	0.8160326618	8.227272538
9	0.7975849285	8.053407105
10	0.7803912673	7.890265077
11	0.7629368401	7.726028311
12	0.7458941802	7.56573149
13	0.7294453148	7.409573604
14	0.7134046262	7.256655826
15	0.6975305386	7.105940903
16	0.6819926582	6.957282344
17	0.667126426	6.816624039
18	0.6526540091	6.678986032
19	0.6379482635	6.542722707
20	0.6237801616	6.408156803
21	0.6099659171	6.277498585
22	0.596519965	6.149742677
23	0.5838813256	6.029107185
24	0.5713809647	5.910062365
25	0.5586729955	5.790023685
26	0.5463698554	5.673097218
27	0.5342694113	5.5578927
28	0.5223918542	5.44562333
29	0.5112774227	5.339655702
30	0.500203205	5.233996782
31	0.4890297929	5.128870133
32	0.4785594623	5.028718756
33	0.4684776074	4.932865664
34	0.4583609776	4.83758782
35	0.4484995012	4.743654699
36	0.43900629	4.65399127
37	0.4294112221	4.562738695
38	0.4203696729	4.476338387
39	0.411311738	4.388864182
40	0.4027031056	4.305809904
41	0.3942325733	4.225409054
42	0.3857824374	4.143813159
43	0.3776356026	4.064793078
44	0.3695974565	3.987262012
45	0.3617757612	3.911908758
46	0.3541247064	3.838603853
47	0.3465720031	3.766125029
48	0.3393932731	3.697044373
49	0.3325417259	3.631074958
50	0.3257033349	3.56436792
51	0.3190076487	3.499167502
52	0.3124579991	3.435634743
53	0.3060049801	3.373411559
54	0.2998331588	3.31346864
55	0.2936336497	3.253029905
56	0.2876733544	3.19493186
57	0.2819615428	3.13962959
58	0.2762635345	3.08422073
59	0.2707819006	3.030578531
60	0.2653054298	2.976309857
61	0.2601091838	2.925045183
62	0.2550769505	2.875565895
63	0.2502493508	2.827858556
64	0.2456328916	2.782362949
65	0.2410903051	2.737308185
66	0.2367619788	2.694426832
67	0.2324888469	2.652541722
68	0.2283935118	2.611479187
69	0.2244261782	2.572299101
70	0.2206072503	2.533960766
71	0.2169316818	2.496530662
72	0.2134153619	2.460940267
73	0.2100185776	2.426057886
74	0.2066225516	2.391388027
75	0.2033954391	2.358152732
76	0.2003022867	2.325816965
77	0.1973420016	2.295342577
78	0.1945620714	2.266383279
79	0.1918497809	2.238477444
80	0.189333987	2.212321373
81	0.1868486465	2.186459845
82	0.184470907	2.161275823
83	0.1821908178	2.137586016
84	0.1799336264	2.113141795
85	0.1778579149	2.090690061
86	0.1758077121	2.068573631
87	0.1739295529	2.048535811
88	0.1720852916	2.028235649
89	0.1702862985	2.008533664
90	0.168616266	1.990116738
91	0.1669491775	1.971456261
92	0.1654093215	1.95407841
93	0.1639116489	1.937330342
94	0.1624485732	1.920972579
95	0.1610440521	1.904765747
96	0.1597398259	1.88956436
97	0.1585388903	1.875703353
98	0.15727597	1.860732437
99	0.1561807097	1.847867379
100	0.1550527819	1.83432348
101	0.1540067329	1.821744361
102	0.1531276523	1.811058254
103	0.1522428629	1.800191654
104	0.1513455793	1.789184183
105	0.1504665329	1.778148542
106	0.1495150888	1.766004505
107	0.148831989	1.757379095
108	0.1481615183	1.748770422
109	0.1474317207	1.739382366
110	0.1467328885	1.730105767
111	0.1461588776	1.722399682
