iter	RMSE
326	21.54531122
327	21.48499098
328	21.47660959
329	21.46909913
330	21.42315048
331	21.37667389
332	21.28330394
333	21.218943
334	21.16508051
335	21.10236481
336	21.09231051
337	21.08252296
338	21.03565976
339	21.02624923
340	20.94559034
341	20.90912517
342	20.84680097
343	20.80547437
344	20.75212096
345	20.71116369
346	20.69112311
347	20.63240445
348	20.62345797
349	20.61474854
350	20.60626946
351	20.57789414
352	20.53237065
353	20.50925033
354	20.48936152
355	20.4261061
356	20.38097289
357	20.32481476
358	20.27524757
359	20.2566393
360	20.23788699
361	20.19243081
362	20.11509846
363	20.07958096
364	20.07140973
365	20.03723506
366	20.02924967
367	20.0214767
368	19.98405419
369	19.92973986
370	19.88742286
371	19.87007286
372	19.83843031
373	19.82924906
374	19.77733888
375	19.76065233
376	19.72181801
377	19.71442141
378	19.69835407
379	19.6665873
380	19.65943154
381	19.60250679
382	19.55193484
383	19.54656995
384	19.50031034
385	19.41964814
386	19.37454596
387	19.32636029
388	19.3011398
389	19.28617178
390	19.23988854
391	19.19696328
392	19.16532722
393	19.15173281
394	19.12153753
395	19.11629579
396	19.08731879
397	19.08221331
398	19.01096866
399	18.95204682
400	18.89164831
401	18.87568912
402	18.86125153
403	18.83838197
404	18.81064953
405	18.76258327
406	18.72339741
407	18.65949331
408	18.60407802
409	18.57811155
410	18.55126279
411	18.54645294
412	18.51722284
413	18.50378239
414	18.46815344
415	18.44249758
416	18.38724012
417	18.3453386
418	18.32132022
419	18.29431877
420	18.2596096
421	18.21557215
422	18.12555652
423	18.11536318
424	18.06338193
425	18.05849071
426	18.03831533
427	18.03019047
428	17.97972837
429	17.93989877
430	17.91810614
431	17.89267401
432	17.8525526
433	17.81777581
434	17.79526224
435	17.774074
436	17.74786254
437	17.74117716
438	17.68432685
439	17.60903346
440	17.54421503
441	17.52574204
442	17.49409528
443	17.48771045
444	17.46601746
445	17.41909594
446	17.37338234
447	17.34851804
448	17.34379337
449	17.3189168
450	17.24091894
451	17.20361515
452	17.19233346
453	17.18628719
454	17.14789952
455	17.10919618
456	17.04881158
457	17.02913434
458	17.00451293
459	16.99783691
460	16.99196881
461	16.95246662
462	16.92889967
463	16.90998359
464	16.90360215
465	16.85764346
466	16.82009333
467	16.76883222
468	16.74821924
469	16.71207308
470	16.69396879
471	16.65243531
472	16.6389537
473	16.62432605
474	16.61617609
475	16.58523534
476	16.54870546
477	16.47595479
478	16.46280372
479	16.43431805
480	16.4221753
481	16.38781703
482	16.36444384
483	16.32222433
484	16.2806946
485	16.27468776
486	16.24548916
487	16.21967554
488	16.21378244
489	16.20895074
490	16.1752081
491	16.13146969
492	16.10338843
493	16.08094106
494	16.04839616
495	16.02387829
496	15.99357855
497	15.96658453
498	15.94748814
499	15.92912983
500	15.91678463
501	15.89063764
502	15.86866757
503	15.84660464
504	15.81537841
505	15.80999981
506	15.7781264
507	15.73793117
508	15.73271551
509	15.705683
510	15.70247655
511	15.69669769
512	15.64821249
513	15.64614031
514	15.62200242
515	15.57950193
516	15.57790362
517	15.57094708
518	15.56440176
519	15.52443357
520	15.48868503
521	15.48123531
522	15.47932154
523	15.45087615
524	15.44466387
525	15.37425176
526	15.3532882
527	15.31602913
528	15.29755347
529	15.21287257
530	15.19620162
531	15.15632572
532	15.14107635
533	15.12330092
534	15.12181139
535	15.09199704
536	15.06431615
537	15.06288868
538	15.06147654
539	15.04653859
540	15.01271522
541	14.99604879
542	14.97240403
543	14.93553769
544	14.92023844
545	14.88950434
546	14.83567984
547	14.83373602
548	14.81300406
549	14.78844769
550	14.77542052
551	14.75769038
552	14.72615553
553	14.70371938
554	14.68848465
555	14.64785734
556	14.64628947
557	14.63139258
558	14.62988652
559	14.58865163
560	14.58719541
561	14.52053583
562	14.51929126
563	14.50100674
564	14.47761977
565	14.47633361
566	14.44071437
567	14.42631532
568	14.38549417
569	14.38421597
570	14.38302379
571	14.36155508
572	14.28643408
573	14.24782761
574	14.221194
575	14.2024199
576	14.20120356
577	14.19748075
578	14.14944193
579	14.11367507
580	14.10032027
581	14.09916001
582	14.03577129
583	14.01798619
584	14.00433904
585	13.99866496
586	13.97333926
587	13.93755146
588	13.87796043
589	13.85774248
590	13.82993199
591	13.81801377
592	13.80255536
593	13.78033387
594	13.75047597
595	13.73647534
596	13.73133593
597	13.71483931
598	13.69056503
599	13.63762456
600	13.61728195
601	13.58088577
602	13.56463305
603	13.524267
604	13.49713936
605	13.49026174
606	13.45054064
607	13.41067501
608	13.39941301
609	13.37900393
610	13.36574899
611	13.35566554
612	13.34051289
613	13.31793548
614	13.30840906
615	13.27131462
616	13.23681692
617	13.21392126
618	13.2037644
619	13.1787716
620	13.15994772
621	13.13304161
622	13.11768939
623	13.10335835
624	13.0805943
625	13.06233729
626	13.04089847
627	13.01157074
628	13.01037116
629	12.99958299
630	12.9988595
631	12.98711472
632	12.98641548
633	12.98533347
634	12.94795082
635	12.92919731
636	12.908633
637	12.88790248
638	12.8502506
639	12.83460708
640	12.81977898
641	12.8103534
642	12.79819975
643	12.78422919
644	12.77510801
645	12.75578426
646	12.74676286
647	12.71322973
648	12.67244353
649	12.66306153
650	12.65443037
651	12.63423856
652	12.61606455
653	12.58174859
654	12.56300766
655	12.51646189
656	12.50186994
657	12.48533436
658	12.46784197
659	12.42211218
660	12.40891029
661	12.39556312
662	12.38199514
663	12.36539582
664	12.32276716
665	12.31565789
666	12.31122772
667	12.25858223
668	12.24572275
669	12.23020212
670	12.18206589
671	12.16077747
672	12.15647786
673	12.15231213
674	12.15114287
675	12.09873598
676	12.08364123
677	12.07062666
678	12.06986842
679	12.04570934
680	12.00180274
681	11.98503236
682	11.96913766
683	11.96803846
684	11.95336801
685	11.90552916
686	11.89048912
687	11.88316097
688	11.86110875
689	11.82084403
690	11.77060568
691	11.76655391
692	11.74651321
693	11.72983134
694	11.72013377
695	11.67832721
696	11.66389254
697	11.64170083
698	11.62412527
699	11.60527692
700	11.58873455
701	11.57331999
702	11.55289962
703	11.51449403
704	11.47206196
705	11.45690897
706	11.43260512
707	11.42523611
708	11.399208
709	11.37996353
710	11.34533091
711	11.30683168
712	11.29247279
713	11.26737667
714	11.23573291
715	11.21635878
716	11.20933863
717	11.17376319
718	11.16195639
719	11.15226967
720	11.14081037
721	11.1274295
722	11.09523765
723	11.08042821
724	11.07228201
725	11.04072459
726	11.0053436
727	10.98619876
728	10.9783067
729	10.97266669
730	10.93917899
731	10.92674346
732	10.91801399
733	10.89669216
734	10.89497677
735	10.8843022
736	10.872221
737	10.86388571
738	10.83441295
739	10.83317269
740	10.8187668
741	10.79998953
742	10.79084299
743	10.77956342
744	10.77764983
745	10.76802445
746	10.75908932
747	10.73066985
748	10.70976313
749	10.70550739
750	10.68571002
751	10.67694489
752	10.67019269
753	10.66124194
754	10.65269323
755	10.64913402
756	10.63292385
757	10.61656192
758	10.61561266
759	10.61473453
760	10.60286844
761	10.59517896
762	10.58694466
763	10.57340608
764	10.56443846
765	10.54563686
766	10.537566
767	10.5351149
768	10.52254524
769	10.50986512
770	10.49646129
771	10.48836791
772	10.46206063
773	10.45427168
774	10.45118415
775	10.42886498
776	10.41758949
777	10.40095468
778	10.39254018
779	10.38921801
780	10.37857832
781	10.36979994
782	10.35832268
783	10.34524387
784	10.33053079
785	10.3166586
786	10.31573789
787	10.29971298
788	10.29133971
789	10.28462305
790	10.26648863
791	10.25558236
792	10.24271954
793	10.23058397
794	10.22157393
795	10.22063341
796	10.21250482
797	10.21158709
798	10.20907383
799	10.17958158
800	10.16674798
801	10.15453957
802	10.14493038
803	10.13325818
804	10.11821319
805	10.10790973
806	10.1070168
807	10.09845944
808	10.08178918
809	10.06124258
810	10.06037302
811	10.04041698
812	10.02612609
813	10.00591082
814	9.99829654
815	9.997432601
816	9.98970325
817	9.988865099
818	9.968606279
819	9.949703882
820	9.938835084
821	9.936534925
822	9.929047816
823	9.911990408
824	9.898538439
825	9.885108941
826	9.871708594
827	9.868136182
828	9.859505558
829	9.849242401
830	9.837658622
831	9.82492862
832	9.817767767
833	9.800024995
834	9.789879127
835	9.789063125
836	9.776818238
837	9.755369523
838	9.754579352
839	9.733752895
840	9.721524338
841	9.703602501
842	9.685926477
843	9.674433501
844	9.657818509
845	9.648340725
846	9.640571697
847	9.619236158
848	9.602968544
849	9.589192768
850	9.568481662
851	9.554205932
852	9.54596915
853	9.538721051
854	9.536516377
855	9.522958394
856	9.500031477
857	9.488733322
858	9.474397341
859	9.461721088
860	9.448179312
861	9.436510576
862	9.426115476
863	9.4191505
864	9.418391201
865	9.407879445
866	9.400409104
867	9.391187174
868	9.378962682
869	9.369930916
870	9.365428471
871	9.364699281
872	9.34668854
873	9.339652592
874	9.318315943
875	9.306207223
876	9.295693793
877	9.293664214
878	9.283762949
879	9.267624679
880	9.260953716
881	9.245496463
882	9.23712529
883	9.222769107
884	9.21179977
885	9.200330825
886	9.192022596
887	9.180408691
888	9.168305049
889	9.15722162
890	9.154224255
891	9.142678722
892	9.131929139
893	9.12105217
894	9.115395264
895	9.109489988
896	9.097807756
897	9.097231982
898	9.088128447
899	9.082058554
900	9.075656522
901	9.074979465
902	9.061540406
903	9.060889611
904	9.052084118
905	9.040841224
906	9.032267443
907	9.021918515
908	9.021288503
909	9.002440588
910	8.991353839
911	8.979811804
912	8.97296196
913	8.9601701
914	8.949230078
915	8.939979559
916	8.939344818
917	8.928772626
918	8.918789547
919	8.911694643
920	8.901778238
921	8.901161183
922	8.889491476
923	8.871841891
924	8.865033931
925	8.857183041
926	8.85220038
927	8.83888801
928	8.83828909
929	8.822942674
930	8.815144446
931	8.809139192
932	8.808658562
933	8.792269139
934	8.776723315
935	8.776253066
936	8.766500261
937	8.757640533
938	8.746713111
939	8.735916615
940	8.723001123
941	8.700791121
942	8.692351782
943	8.680008754
944	8.672613447
945	8.661789275
946	8.66032335
947	8.640336388
948	8.637622671
949	8.633828603
950	8.622662717
951	8.617719662
952	8.606307264
953	8.590958678
954	8.569963128
955	8.559366659
956	8.544055044
957	8.541692166
958	8.526518859
959	8.518599523
960	8.517996905
961	8.501946653
962	8.487737421
963	8.48729296
964	8.474868242
965	8.453111052
966	8.442513617
967	8.423084998
968	8.412605295
969	8.411942496
970	8.40987346
971	8.391542074
972	8.390916656
973	8.38217049
974	8.365501114
975	8.34532165
976	8.341438632
977	8.328151535
978	8.314952881
979	8.309460907
980	8.308875528
981	8.282479925
982	8.272772269
983	8.256962554
984	8.243280462
985	8.236072513
986	8.227501211
987	8.217111034
988	8.202126023
989	8.195142444
990	8.182690899
991	8.168977418
992	8.166828223
993	8.159979199
994	8.155290112
995	8.154813586
996	8.138053414
997	8.129337749
998	8.128965068
999	8.118181124
.977545096
