iter	MAPE	MAE
0	0.965710672	59.05163947
1	0.9359948501	58.22166159
2	0.9045052903	57.24791398
3	0.8740015544	56.23021603
4	0.8452877493	55.30933606
5	0.8194149454	54.56880214
6	0.7918878856	53.70357459
7	0.7647230607	52.90059866
8	0.7380468912	52.06309267
9	0.7155228953	51.42321668
10	0.6905422475	50.70432867
11	0.6697423629	50.08005373
12	0.6495099052	49.48206613
13	0.6326732798	48.83662313
14	0.6154475335	48.20779694
15	0.5981685561	47.54955075
16	0.5800597014	46.90436546
17	0.5636698894	46.31390037
18	0.5512189888	45.87319931
19	0.5341270542	45.34846334
20	0.5207197519	44.83971996
21	0.5070297775	44.33997874
22	0.4926331275	43.84176444
23	0.4773667377	43.36983387
24	0.4671734687	43.0001316
25	0.4577978757	42.650046
26	0.4462057412	42.24243827
27	0.4370448802	41.86219419
28	0.4268752111	41.47953199
29	0.4184110937	41.16143139
30	0.4084282329	40.77424995
31	0.4014044226	40.45252777
32	0.3939016148	40.14432291
33	0.3867108744	39.82850644
34	0.3812321869	39.53770321
35	0.3764059559	39.28491964
36	0.3704018745	38.96889063
37	0.3640364552	38.63457864
38	0.3581642693	38.31025409
39	0.3551237779	38.11014171
40	0.3524480225	37.88843365
41	0.3486167367	37.61187332
42	0.3459459307	37.4312385
43	0.3433236917	37.25507
44	0.3409049166	37.09119491
45	0.33812959	36.92303133
46	0.3362788631	36.74971441
47	0.3340540426	36.51877383
48	0.3321089563	36.33470269
49	0.3301366471	36.20900484
50	0.328222576	36.0180133
51	0.3263442567	35.90201515
52	0.3243765447	35.77405713
53	0.3224647039	35.65550923
54	0.3214932824	35.50990395
55	0.3179819567	35.41421169
56	0.3162971763	35.31491995
57	0.3147368796	35.21272898
58	0.313033184	35.12079661
59	0.3121632782	35.05535501
60	0.3113201175	34.92222894
61	0.3097130968	34.74658492
62	0.3084435579	34.60889751
63	0.3072606092	34.41748038
64	0.3061494171	34.3628477
65	0.3053557553	34.23629522
66	0.3040829756	34.16420419
67	0.3030151809	34.09705503
68	0.3019972292	34.02716357
69	0.3013986335	33.96238562
70	0.300716805	33.9008976
